"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4UR44KU4","journalArticle","2024","Wang, Wei; Ning, Huilong; Zhang, Gaowei; Liu, Libo; Wang, Yi","Rocks Coding, Not Development: A Human-Centric, Experimental Evaluation of LLM-Supported SE Tasks","Proceedings of the ACM on Software Engineering","","2994-970X","10.1145/3643758","https://dl.acm.org/doi/10.1145/3643758","WEI WANG, Beijing University of Posts and Telecommunications, China HUILONG NING, Beijing University of Posts and Telecommunications, China GAOWEI ZHANG, Beijing University of Posts and Telecommunications, China LIBO LIU, University of Melbourne, Australia YI WANG, Beijing University of Posts and Telecommunications, China Recently, large language models (LLM) based generative AI has been gaining momentum for their impressive high-quality performances in multiple domains, particularly after the release of the ChatGPT. Many believe that they have the potential to perform general-purpose problem-solving in software development and replace human software developers. Nevertheless, there are in a lack of serious investigation into the capability of these LLM techniques in fulﬁlling software development tasks. In a controlled 2 × 2 between-subject experiment with 109 participants, we examined whether and to what degree working with ChatGPT was helpful in the coding task and typical software development task and how people work with ChatGPT. We found that while ChatGPT performed well in solving simple coding problems, its performance in supporting typical software development tasks was not that good. We also observed the interactions between participants and ChatGPT and found the relations between the interactions and the outcomes. Our study thus provides ﬁrst-hand insights into using ChatGPT to fulﬁll software engineering tasks with real-world developers and motivates the need for novel interaction mechanisms that help developers eﬀectively work with large language models to achieve desired outcomes. CCS Concepts: • Human-centered computing → Laboratory experiments; • Software and its engineering → Software development techniques; Software development methods.","2024-07-12","2026-04-14 15:12:54","2026-04-14 15:12:54","2026-04-14 15:12:54","699-721","","FSE","1","","Proc. ACM Softw. Eng.","Rocks Coding, Not Development","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>E047</p> </div>; <div data-schema-version=""9""><p>Paper_047</p> </div>","/Users/lguevara/Zotero/storage/44CGHBC7/Wang et al. - 2024 - Rocks Coding, Not Development A Human-Centric, Experimental Evaluation of LLM-Supported SE Tasks.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T57UQGP6","preprint","2025","Chhetri, Vinaik; Siddique, A. B.; Farooq, Umar","Understanding Robustness of Model Editing in Code LLMs: An Empirical Study","","","","10.48550/arXiv.2511.03182","http://arxiv.org/abs/2511.03182","Large language models (LLMs) are increasingly used in software development. However, while LLMs remain static after pretraining, programming languages and APIs continue to evolve, leading to the generation of deprecated or incompatible code that undermines reliability. Retraining LLMs from scratch to reflect such changes is computationally expensive, making model editing a promising lightweight alternative that updates only a small subset of parameters. Despite its potential, it remains unclear whether model editing yields genuine syntactic and semantic adaptations or merely superficial fixes. In this work, we present a systematic study of five state-of-the-art model editing methods: Constrained Fine-Tuning (FT), GRACE, MEMIT, PMET, and ROME. We apply these methods to three leading open-source code LLMs, CodeLlama, CodeQwen1.5, and DeepSeek-Coder, under controlled API deprecation scenarios. Our evaluation covers both instant and sequential editing settings, using three disjoint evaluation sets designed to assess reliability, generalization, and specificity. We measure model correctness at three levels: successful compilation, partial test case pass, and full test pass. Our findings show that instant edits consistently degrade model performance, with syntactic validity dropping by up to 86 percentage points and functional correctness declining by 45 points even in the best-performing setting. Sequential edits further amplify this degradation, and in some cases, model performance collapses entirely. Across all models, most passing generations relied on workarounds rather than correctly adopting the intended changes, while faulty adoptions that result in test failures or compilation errors were significantly more frequent. Correct adoptions, where the model correctly integrates the intended change, occurred in only about 6% of cases.","2025-11-05","2026-04-14 16:23:20","2026-04-14 16:23:20","2026-04-14 16:23:20","","","","","","","Understanding Robustness of Model Editing in Code LLMs","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2511.03182 [cs]","Comment: 26 pages, 2 figures, 15 tables; <div data-schema-version=""9""><p>E053</p> </div>; <div data-schema-version=""9""><p>Paper_053</p> </div>","/Users/lguevara/Zotero/storage/UG45D2JV/Chhetri et al. - 2025 - Understanding Robustness of Model Editing in Code LLMs An Empirical Study.pdf","","","Computer Science - Machine Learning; Computer Science - Software Engineering","","","","","","","","","","","","","","","","","","","arXiv:2511.03182","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9X4I8IKR","preprint","2024","Mozannar, Hussein; Chen, Valerie; Alsobay, Mohammed; Das, Subhro; Zhao, Sebastian; Wei, Dennis; Nagireddy, Manish; Sattigeri, Prasanna; Talwalkar, Ameet; Sontag, David","The RealHumanEval: Evaluating Large Language Models' Abilities to Support Programmers","","","","10.48550/arXiv.2404.02806","http://arxiv.org/abs/2404.02806","Evaluation of large language models for code has primarily relied on static benchmarks, including HumanEval [Chen et al., 2021], or more recently using human preferences of LLM responses. As LLMs are increasingly used as programmer assistants, we study whether gains on existing benchmarks or more preferred LLM responses translate to programmer productivity when coding with LLMs, including time spent coding. We introduce RealHumanEval, a web interface to measure the ability of LLMs to assist programmers, through either autocomplete or chat support. We conducted a user study (N=243) using RealHumanEval in which users interacted with seven LLMs of varying base model performance. Despite static benchmarks not incorporating humans-in-the-loop, we find that improvements in benchmark performance lead to increased programmer productivity; however gaps in benchmark versus human performance are not proportional—a trend that holds across both forms of LLM support. In contrast, we find that programmer preferences do not correlate with their actual performance, motivating the need for better proxy signals. We open-source RealHumanEval to enable human-centric evaluation of new models and the study data to facilitate efforts to improve code models.","2024-10-14","2026-04-14 16:27:14","2026-04-14 16:27:14","2026-04-14 16:27:14","","","","","","","The RealHumanEval","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2404.02806 [cs]","<div data-schema-version=""9""><p>E054</p> </div>; <div data-schema-version=""9""><p>Paper_054</p> <p></p> </div>","/Users/lguevara/Zotero/storage/WN4CPUG5/Mozannar et al. - 2024 - The RealHumanEval Evaluating Large Language Models' Abilities to Support Programmers.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Human-Computer Interaction; Computer Science - Software Engineering","","","","","","","","","","","","","","","","","","","arXiv:2404.02806","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZWQVIDJY","journalArticle","2025","Sergeyuk, Agnia; Golubev, Yaroslav; Bryksin, Timofey; Ahmed, Iftekhar","Using AI-Based Coding Assistants in Practice: State of Affairs, Perceptions, and Ways Forward","Information and Software Technology","","09505849","10.1016/j.infsof.2024.107610","http://arxiv.org/abs/2406.07765","Context. The last several years saw the emergence of AI assistants for code — multi-purpose AI-based helpers in software engineering. As they become omnipresent in all aspects of software development, it becomes critical to understand their usage patterns.","2025-02","2026-04-14 20:23:28","2026-04-14 20:23:28","2026-04-14 20:23:28","107610","","","178","","Information and Software Technology","Using AI-Based Coding Assistants in Practice","","","","","","","en","","","","","arXiv.org","","arXiv:2406.07765 [cs]","Comment: Published in Information and Software Technology. 32 pages, 4 figures; <div data-schema-version=""9""><p>E073</p> </div>; <div data-schema-version=""9""><p>Paper_073</p> </div>","/Users/lguevara/Zotero/storage/A7HD3Z6G/Sergeyuk et al. - 2025 - Using AI-Based Coding Assistants in Practice State of Affairs, Perceptions, and Ways Forward.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Computers and Society; Computer Science - Software Engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XB6PX9WW","preprint","2024","Vaillant, Thiago S.; Almeida, Felipe Deveza de; Neto, Paulo Anselmo M. S.; Gao, Cuiyun; Bosch, Jan; Almeida, Eduardo Santana de","Developers' Perceptions on the Impact of ChatGPT in Software Development: A Survey","","","","10.48550/arXiv.2405.12195","http://arxiv.org/abs/2405.12195","As Large Language Models (LLMs), including ChatGPT and analogous systems, continue to advance, their robust natural language processing capabilities and diverse applications have garnered considerable attention. Nonetheless, despite the increasing acknowledgment of the convergence of Artificial Intelligence (AI) and Software Engineering (SE), there is a lack of studies involving the impact of this convergence on the practices and perceptions of software developers. Understanding how software developers perceive and engage with AI tools, such as ChatGPT, is essential for elucidating the impact and potential challenges of incorporating AI-driven tools in the software development process. In this paper, we conducted a survey with 207 software developers to understand the impact of ChatGPT on software quality, productivity, and job satisfaction. Furthermore, the study delves into developers' expectations regarding future adaptations of ChatGPT, concerns about potential job displacement, and perspectives on regulatory interventions.","2024-05-20","2026-04-14 21:34:17","2026-04-14 21:34:17","2026-04-14 21:34:17","","","","","","","Developers' Perceptions on the Impact of ChatGPT in Software Development","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2405.12195 [cs]","Comment: 31 pages, 9 figures; <div data-schema-version=""9""><p>E084</p> </div>; <div data-schema-version=""9""><p>Paper_084</p> </div>","/Users/lguevara/Zotero/storage/5LRGXE8E/Vaillant et al. - 2024 - Developers' Perceptions on the Impact of ChatGPT in Software Development A Survey.pdf","","","Computer Science - Software Engineering","","","","","","","","","","","","","","","","","","","arXiv:2405.12195","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KU4MS7M6","journalArticle","2024","Murali, Vijayaraghavan; Maddila, Chandra; Ahmad, Imad; Bolin, Michael; Cheng, Daniel; Ghorbani, Negar; Fernandez, Renuka; Nagappan, Nachiappan; Rigby, Peter C.","AI-Assisted Code Authoring at Scale: Fine-Tuning, Deploying, and Mixed Methods Evaluation","Proceedings of the ACM on Software Engineering","","2994-970X","10.1145/3643774","https://dl.acm.org/doi/10.1145/3643774","Generative LLMs have been shown to effectively power AI-based code authoring tools that can suggest entire statements or blocks of code during code authoring. In this paper we present CodeCompose, an AI-assisted code authoring tool developed and deployed at Meta internally. CodeCompose is based on the InCoder LLM that merges generative capabilities with bi-directionality. We have scaled up CodeCompose to serve tens of thousands of developers at Meta, across 9 programming languages and several coding surfaces. We present our experience in making design decisions about the model and system architecture for CodeCompose that addresses these challenges. To release a LLM model at this scale, we needed to first ensure that it is sufficiently accurate. In a random sample of 20K source code files, depending on the language, we are able to reproduce hidden lines between 40% and 58% of the time, an improvement of 1.4× and 4.1× over a model trained only on public data. We gradually rolled CodeCompose out to developers. At the time of this writing, 16K developers have used it with 8% of their code coming directly from CodeCompose. To triangulate our numerical findings, we conduct a thematic analysis on the feedback from 70 developers. We find that 91.5% of the feedback is positive, with the most common themes being discovering APIs, dealing with boilerplate code, and accelerating coding. Meta continues to integrate this feedback into CodeCompose.","2024-07-12","2026-04-15 15:41:55","2026-05-03 18:08:17","2026-04-15 15:41:55","1066-1085","","FSE","1","","Proc. ACM Softw. Eng.","AI-Assisted Code Authoring at Scale","","","","","","","en","https://www.acm.org/publications/policies/copyright_policy#Background","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>E092</p> </div>; <div data-schema-version=""9""><p>Paper_092</p> </div>","/Users/lguevara/Zotero/storage/MH59ENS6/Murali et al. - 2024 - AI-Assisted Code Authoring at Scale Fine-Tuning, Deploying, and Mixed Methods Evaluation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FYJSYJE9","journalArticle","2025","Palacio, David N.; Rodriguez-Cardenas, Daniel; Velasco, Alejandro; Khati, Dipin; Moran, Kevin; Poshyvanyk, Denys","Towards More Trustworthy and Interpretable LLMs for Code through Syntax-Grounded Explanations","ACM Transactions on Software Engineering and Methodology","","1049-331X, 1557-7392","10.1145/3771282","http://arxiv.org/abs/2407.08983","Trustworthiness and interpretability are inextricably linked concepts for LLMs. The more interpretable an LLM is, the more trustworthy it becomes. However, current techniques for interpreting LLMs when applied to code-related tasks largely focus on accuracy measurements, measures of how models react to change, or individual task performance instead of the fine-grained explanations needed at prediction time for greater interpretability, and hence trust. To improve upon this status quo, this paper introduces ASTrust, an interpretability method for LLMs of code that generates explanations grounded in the relationship between model confidence and syntactic structures of programming languages. ASTrust explains generated code in the context of syntax categories based on Abstract Syntax Trees and aids practitioners in understanding model predictions at both local (individual code snippets) and global (larger datasets of code) levels. By distributing and assigning model confidence scores to well-known syntactic structures that exist within ASTs, our approach moves beyond prior techniques that perform token-level confidence mapping by offering a view of model confidence that directly aligns with programming language concepts with which developers are familiar. To put ASTrust into practice, we developed an automated visualization that illustrates the aggregated model confidence scores superimposed on sequence, heat-map, and graph-based visuals of syntactic structures from ASTs. We examine both the practical benefit that ASTrust can provide through a data science study on 12 popular LLMs on a curated set of GitHub repos and the usefulness of ASTrust through a human study.","2025-10-09","2026-04-16 16:10:56","2026-04-16 16:10:56","2026-04-16 16:10:56","3771282","","","","","ACM Trans. Softw. Eng. Methodol.","","","","","","","","en","","","","","arXiv.org","","arXiv:2407.08983 [cs]","Comment: Under Review to appear in ACM Transactions on Software Engineering and Methodology (TOSEM); <div data-schema-version=""9""><p>E110</p> </div>; <div data-schema-version=""9""><p>Paper_110</p> </div>","/Users/lguevara/Zotero/storage/HJKVFUPG/Palacio et al. - 2025 - Towards More Trustworthy and Interpretable LLMs for Code through Syntax-Grounded Explanations.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Computer Science - Software Engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M2RTTUYA","journalArticle","2025","Koripalli, Madhuri","Copilot Impact Studies: Measuring Productivity, Trust, and Skill Evolution in Enterprise Developer Teams","International Journal of Computational and Experimental Science and Engineering","","2149-9144","10.22399/ijcesen.4217","https://www.ijcesen.com/index.php/ijcesen/article/view/4217","The incorporation of artificial intelligence-driven coding assistants in enterprise software development is a paradigmatic shift in the way development teams think and implement technical solutions. This article examines the many-sided effects of AI copilot technology on developer productivity, trust calibration, and skill development in different enterprise contexts. By using a mixed-methods paradigm that integrates quantitative performance data with qualitative data derived from developer experiences, findings show a multifaceted reality where productivity improvements occur in an uneven pattern across task types and levels of experience. Although routine implementation tasks reveal hn≤icated that subjects who had been given an AI assistant tended to generate incorrect and insecure solutions to cryptography problems, with those who were provided with the assistant writing substantially less secure code (p = 0.05) and tending to be more confident in their insecure solutions (p < 0.001) [2]. Additionally, the enterprise environment provides special considerations related to security, compliance, and intellectual property that distinguish it from open-source or startup environments on which much of the current research has been performed.","2025-10-31","2026-04-17 03:59:29","2026-04-17 04:13:58","2026-04-17 03:59:29","","","4","11","","IJCESEN","Copilot Impact Studies","","","","","","","en","https://creativecommons.org/licenses/by/4.0","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>E120</p> </div>; <div data-schema-version=""9""><p>Paper_120</p> </div>","/Users/lguevara/Zotero/storage/B7CZPEUI/Madhuri Koripalli - 2025 - Copilot Impact Studies Measuring Productivity, Trust, and Skill Evolution in Enterprise Developer T.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QTVUS82Q","conferencePaper","2025","Weisz, Justin D.; Kumar, Shraddha Vijay; Muller, Michael; Browne, Karen-Ellen; Goldberg, Arielle; Heintze, Katrin Ellice; Bajpai, Shagun","Examining the Use and Impact of an AI Code Assistant on Developer Productivity and Experience in the Enterprise","Proceedings of the Extended Abstracts of the CHI Conference on Human Factors in Computing Systems","979-8-4007-1395-8","","10.1145/3706599.3706670","https://dl.acm.org/doi/10.1145/3706599.3706670","AI assistants are being created to help software engineers conduct a variety of coding-related tasks, such as writing, documenting, and testing code. We describe the use of the watsonx Code Assistant (WCA), an LLM-powered coding assistant deployed internally within IBM. Through surveys of two user cohorts (N=669) and unmoderated usability testing (N=15), we examined developers’ experiences with WCA and its impact on their productivity. We learned about their motivations for using (or not using) WCA, we examined their expectations of its speed and quality, and we identified new considerations regarding ownership of and responsibility for generated code. Our case study characterizes the impact of an LLM-powered assistant on developers’ perceptions of productivity and it shows that although such tools do often provide net productivity increases, these benefits may not always be experienced by all users.","2025-04-26","2026-04-17 04:01:54","2026-04-17 04:01:54","2026-04-17 04:01:54","1-13","","","","","","","","","","","ACM","Yokohama Japan","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>E065</p> </div>; <div data-schema-version=""9""><p>Paper_065</p> </div>","/Users/lguevara/Zotero/storage/5MUUGI9P/Weisz et al. - 2025 - Examining the Use and Impact of an AI Code Assistant on Developer Productivity and Experience in the.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHI EA '25: Extended Abstracts of the CHI Conference on Human Factors in Computing Systems","","","","","","","","","","","","","","",""
"DJK5X58S","preprint","2026","Xu, Feiyang; Medappa, Poonacha K.; Tunc, Murat M.; Vroegindeweij, Martijn; Fransoo, Jan C.","AI-Assisted Programming Decreases the Productivity of Experienced Developers by Increasing the Technical Debt and Maintenance Burden","","","","10.48550/arXiv.2510.10165","http://arxiv.org/abs/2510.10165","GenAI solutions like GitHub Copilot have been shown to increase the productivity of software developers. Yet prior work remains unclear on the quality of code produced and the challenges of maintaining it in software projects. If quality declines as volume grows, technical debt accumulates as experienced developers face increased workloads reviewing and reworking code from less-experienced contributors. We analyze developer activity in Open Source Software (OSS) projects following the introduction of GitHub Copilot. We find that productivity indeed increases. However, the increase in productivity is primarily driven by less-experienced (peripheral) developers. We also find that code written after the adoption of AI requires more rework to satisfy repository standards, indicating a potential increase in technical debt. Importantly, the added rework burden falls on the more experienced (core) developers, who review 6.5% more code after Copilot’s introduction, but show a 19% drop in their original code productivity. More broadly, this finding raises caution that productivity gains of AI may mask the growing burden of maintenance on a shrinking pool of experts, together with increased technical debt for the projects. The results highlight a fundamental tension in AI-assisted software development between short-term productivity gains and long-term system sustainability.","2026-01-28","2026-04-17 04:21:33","2026-04-17 04:21:33","2026-04-17 04:21:33","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2510.10165 [econ]","Comment: Presented at WITS 2025, CIST 2025, SCECR 2025, INFORMS 2024; <div data-schema-version=""9""><p>E121</p> </div>; <div data-schema-version=""9""><p>Paper_121</p> </div>","/Users/lguevara/Zotero/storage/FCDTKKNE/Xu et al. - 2026 - AI-Assisted Programming Decreases the Productivity of Experienced Developers by Increasing the Techn.pdf","","","Computer Science - Computers and Society; Economics - General Economics","","","","","","","","","","","","","","","","","","","arXiv:2510.10165","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBUZ3SVE","conferencePaper","2024","Pinto, Gustavo; De Souza, Cleidson; Rocha, Thayssa; Steinmacher, Igor; Souza, Alberto; Monteiro, Edward","Developer Experiences with a Contextualized AI Coding Assistant: Usability, Expectations, and Outcomes","Proceedings of the IEEE/ACM 3rd International Conference on AI Engineering - Software Engineering for AI","979-8-4007-0591-5","","10.1145/3644815.3644949","https://dl.acm.org/doi/10.1145/3644815.3644949","In the rapidly advancing field of artificial intelligence, software development has emerged as a key area of innovation. Despite the plethora of general-purpose AI assistants available, their effectiveness diminishes in complex, domain-specific scenarios. Noting this limitation, both the academic community and industry players are relying on contextualized coding AI assistants. These assistants surpass general-purpose AI tools by integrating proprietary, domainspecific knowledge, offering precise and relevant solutions. Our study focuses on the initial experiences of 62 participants who used a contextualized coding AI assistant — named StackSpot AI— in a controlled setting. According to the participants, the assistants’ use resulted in significant time savings, easier access to documentation, and the generation of accurate codes for internal APIs. However, challenges associated with the knowledge sources necessary to make the coding assistant access more contextual information as well as variable responses and limitations in handling complex codes were observed. The study’s findings, detailing both the benefits and challenges of contextualized AI assistants, underscore their potential to revolutionize software development practices, while also highlighting areas for further refinement.","2024-04-14","2026-04-17 04:22:58","2026-04-17 04:22:58","2026-04-17 04:22:58","81-91","","","","","","Developer Experiences with a Contextualized AI Coding Assistant","","","","","ACM","Lisbon Portugal","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>E122</p> </div>; <div data-schema-version=""9""><p>Paper_122</p> </div>","/Users/lguevara/Zotero/storage/ZG4Y48YG/Pinto et al. - 2024 - Developer Experiences with a Contextualized AI Coding Assistant Usability, Expectations, and Outcom.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAIN 2024: IEEE/ACM 3rd International Conference on AI Engineering - Software Engineering for AI","","","","","","","","","","","","","","",""
"BYNWS6IV","preprint","2025","Kumar, Anand; Khare, Vishal; Sharma, Deepak; Kumar, Satyam; Saini, Vijay; Yadav, Anshul; Jain, Sachendra; Rana, Ankit; Verma, Pratham; Meena, Vaibhav; Edubilli, Avinash","Intuition to Evidence: Measuring AI's True Impact on Developer Productivity","","","","10.48550/arXiv.2509.19708","http://arxiv.org/abs/2509.19708","We present a comprehensive real-world evaluation of AI-assisted software development tools deployed at enterprise scale. Over one year, 300 engineers across multiple teams integrated an in-house AI platform (DeputyDev) that combines code generation and automated review capabilities into their daily workflows. Through rigorous cohort analysis, our study demonstrates statistically significant productivity improvements, including an overall 31.8% reduction in PR review cycle time. Developer adoption was strong, with 85% satisfaction for code review features and 93% expressing a desire to continue using the platform. Adoption patterns showed systematic scaling from 4% engagement in month 1 to 83% peak usage by month 6, stabilizing at 60% active engagement. Top adopters achieved a 61% increase in code volume pushed to production, contributing to approximately 30-40% of code shipped to production through this tool accounts for overall 28% increase in code shipment volume. Unlike controlled benchmark evaluations, our longitudinal analysis provides empirical evidence from production environments, revealing both the transformative potential and practical deployment challenges of integrating AI into enterprise software development workflows.","2025-09-24","2026-04-17 04:25:49","2026-04-17 04:25:49","2026-04-17 04:25:49","","","","","","","Intuition to Evidence","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2509.19708 [cs]","Comment: 16 pages, 10 figures, 5 tables; <div data-schema-version=""9""><p>E123</p> </div>; <div data-schema-version=""9""><p>Paper_123</p> </div>","/Users/lguevara/Zotero/storage/BTXVDBH6/Kumar et al. - 2025 - Intuition to Evidence Measuring AI's True Impact on Developer Productivity.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Computer Science - Software Engineering","","","","","","","","","","","","","","","","","","","arXiv:2509.19708","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJA25DFJ","preprint","2025","Rodríguez, Jonathan Anchía","Comparative Evaluation of Total Cost of Ownership (TCO) in Software Development for a FinTech Company with Operations in Costa Rica: Junior Human Capital vs. GitHub Copilot","","","","","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6266838","This article presents a comparative analysis of the Total Cost of Ownership (TCO) for the software development phase between junior human capital and artificial intelligence technologies (GitHub Copilot) in a FinTech company with operations in Costa Rica. Through financial analysis methodologies, key TCO components are examined, including direct costs (acquisition, licenses, salaries), indirect costs (training, maintenance, management), productivity (speed, quality), and risks (technical, operational). The study develops a financial evaluation model that enables executives to identify the economic breakeven point between both options, facilitating technology investment decisions grounded in concrete financial metrics and return on investment analysis. The results provide a reference framework for optimizing resource allocation in software development within the specific context of FinTech companies. Corrected calculations show a Return on Investment (ROI) of 60.23% and a payback period of 7.32 months for GitHub Copilot implementation, with a breakeven threshold of 98 story points annually.","2025-02-01","2026-04-17 17:19:37","2026-05-03 22:37:35","","","","","","","","","","","","","","","English","","","","","Zotero","","","<div data-schema-version=""9""><p>E126</p> </div>; <div data-schema-version=""9""><p>Paper_126</p> </div>","/Users/lguevara/Zotero/storage/KCULMFLV/Rodríguez - 2025 - Comparative Evaluation of Total Cost of Ownership (TCO) in Software Development for a FinTech Compan.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2G3I6GPN","preprint","2025","Lyu, Yunbo; Yang, Zhou; Shi, Jieke; Chang, Jianming; Liu, Yue; Lo, David","""My productivity is boosted, but ..."" Demystifying Users' Perception on AI Coding Assistants","","","","10.48550/arXiv.2508.12285","http://arxiv.org/abs/2508.12285","This paper aims to explore fundamental questions in the era when AI coding assistants like GitHub Copilot are widely adopted: what do developers truly value and criticize in AI coding assistants, and what does this reveal about their needs and expectations in real-world software development? Unlike previous studies that conduct observational research in controlled and simulated environments, we analyze extensive, first-hand user reviews of AI coding assistants, which capture developers’ authentic perspectives and experiences drawn directly from their actual day-to-day work contexts. We identify 1,085 AI coding assistants from the Visual Studio Code Marketplace. Although they only account for 1.64% of all extensions, we observe a surge in these assistants: over 90% of them are released within the past two years. We then manually analyze the user reviews sampled from 32 AI coding assistants that have sufficient installations and reviews to construct a comprehensive taxonomy of user concerns and feedback about these assistants. We manually annotate each review’s attitude when mentioning certain aspects of coding assistants, yielding nuanced insights into user satisfaction and dissatisfaction regarding specific features, concerns, and overall tool performance. Built on top of the findings—including how users demand not just intelligent suggestions but also context-aware, customizable, and resource-efficient interactions—we propose five practical implications and suggestions to guide the enhancement of AI coding assistants that satisfy user needs.","2025-08-17","2026-04-17 17:29:37","2026-04-17 17:29:37","2026-04-17 17:29:37","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2508.12285 [cs]","Comment: 13 pages, Camera-Ready Version that will appear in ASE 2025; <div data-schema-version=""9""><p>E127</p> </div>; <div data-schema-version=""9""><p>Paper_127</p> </div>","/Users/lguevara/Zotero/storage/FX98V6MB/Lyu et al. - 2025 - My productivity is boosted, but ... Demystifying Users' Perception on AI Coding Assistants.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Human-Computer Interaction; Computer Science - Software Engineering","","","","","","","","","","","","","","","","","","","arXiv:2508.12285","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7UQVIBE5","journalArticle","2024","Cheng, Ruijia; Wang, Ruotong; Zimmermann, Thomas; Ford, Denae","“It would work for me too”: How Online Communities Shape Software Developers’ Trust in AI-Powered Code Generation Tools","ACM Transactions on Interactive Intelligent Systems","","2160-6455, 2160-6463","10.1145/3651990","https://dl.acm.org/doi/10.1145/3651990","While revolutionary AI-powered code generation tools have been rising rapidly, we know little about how and how to help software developers form appropriate trust in those AI tools. Through a two-phase formative study, we investigate how online communities shape developers’ trust in AI tools and how we can leverage community features to facilitate appropriate user trust. Through interviewing 17 developers, we find that developers collectively make sense of AI tools using the experiences shared by community members and leverage community signals to evaluate AI suggestions. We then surface design opportunities and conduct 11 design probe sessions to explore the design space of using community features to support user trust in AI code generation systems. We synthesize our findings and extend an existing model of user trust in AI technologies with sociotechnical factors. We map out the design considerations for integrating user community into the AI code generation experience.","2024-06-30","2026-04-17 17:36:02","2026-04-17 17:36:02","2026-04-17 17:36:02","1-39","","2","14","","ACM Trans. Interact. Intell. Syst.","“It would work for me too”","","","","","","","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""9""><p>E128</p> </div>; <div data-schema-version=""9""><p>Paper_128</p> </div>","/Users/lguevara/Zotero/storage/XJ6QJE6T/Cheng et al. - 2024 - “It would work for me too” How Online Communities Shape Software Developers’ Trust in AI-Powered Co.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
